gene,log2
C17orf80,1.02624
SDK2,1.02624
LINC00469,1.02624
MGC16275,1.02624
TTYH2,1.02624
DNAI2,1.02624
KIF19,1.02624
BTBD17,1.02624
GPR142,1.02624
CD300A,1.02624
CD300LB,1.02624
CD300C,1.02624
C17orf77,1.02624
CD300E,1.02624
RAB37,1.02624
SLC9A3R1,1.02624
NAT9,1.02624
TMEM104,1.02624
GRIN2C,1.02624
FDXR,1.02624
FADS6,1.02624
USH1G,1.02624
OTOP2,1.02624
OTOP3,1.02624
HID1,1.02624
CDR2L,1.02624
KCTD2,1.02624
SLC16A5,1.02624
ARMC7,1.02624
NT5C,1.02624
NUP85,1.02624
GGA3,1.02624
MRPS7,1.02624
MIF4GD,1.02624
SLC25A19,1.02624
GRB2,1.02624
CASKIN2,1.02624
TSEN54,1.02624
LLGL2,1.02624
MYO15B,1.02624
RECQL5,1.02624
SAP30BP,1.02624
H3F3B,1.02624
UNC13D,1.02624
TRIM47,1.02624
TRIM65,1.02624
FBF1,1.02624
ACOX1,1.02624
EVPL,1.02624
ZACN,1.02624
EXOC7,1.02624
FOXJ1,1.02624
RNF157,1.02624
UBALD2,1.02624
QRICH2,1.02624
UBE2O,1.02624
AANAT,1.02624
CYGB,1.02624
SNHG16,1.02624
MXRA7,1.02624
JMJD6,1.02624
METTL23,1.02624
MFSD11,1.02624
SEC14L1,1.02624
TMC6,1.02624
TMC8,1.02624
C17orf99,1.02624
TK1,1.02624
AFMID,1.02624
BIRC5,1.02624
TMEM235,1.02624
SOCS3,1.02624
PGS1,1.02624
DNAH17,1.02624
CYTH1,1.02624
USP36,1.02624
TIMP2,1.02624
LGALS3BP,1.02624
CANT1,1.02624
C1QTNF1,1.02624
ENGASE,1.02624
RBFOX3,1.02624
ENPP7,1.02624
CBX2,1.02624
CBX4,1.02624
TBC1D16,1.02624
TBC1D16,1.35469
RPTOR,1.35469
CHMP6,1.35469
BAIAP2,1.35469
AATK,1.35469
CEP131,1.35469
SLC38A10,1.35469
LINC00482,1.35469
TMEM105,1.35469
LOC100130370,1.35469
BAHCC1,1.35469
ACTG1,1.35469
FSCN2,1.35469
NPLOC4,1.35469
OXLD1,1.35469
CCDC137,1.35469
ARL16,1.35469
HGS,1.35469
SLC25A10,1.35469
MTCL1,0.09898
ZNF532,-0.90641
GRP,-0.90641
RAX,-0.90641
CPLX4,-0.90641
LMAN1,-0.90641
CCBE1,-0.90641
PMAIP1,-0.90641
MC4R,-0.90641
KIAA1468,-0.90641
ZCCHC2,-0.90641
PHLPP1,-0.90641
BCL2,-0.90641
KDSR,-0.90641
VPS4B,-0.90641
SERPINB4,-0.90641
SERPINB7,-0.90641
SERPINB2,-0.90641
SERPINB8,-0.90641
LINC00305,-0.90641
CDH7,-0.90641
CDH19,-0.90641
DSEL,-0.90641
CCDC102B,-0.90641
DOK6,-0.90641
CD226,-0.90641
SOCS6,-0.90641
GTSCR1,-0.90641
CBLN2,-0.90641
NETO1,-0.90641
LOC400655,-0.90641
FBXO15,-0.90641
TIMM21,-0.90641
CYB5A,-0.90641
C18orf63,-0.90641
CNDP2,-0.90641
ZNF407,-0.90641
ZADH2,-0.90641
TSHZ1,-0.90641
SMIM21,-0.90641
ZNF516,-0.90641
C18orf65,-0.90641
ZNF236,-0.90641
ZNF236,-0.30781
MBP,-0.30781
GALR1,-0.30781
SALL3,-0.30781
ATP9B,-0.30781
NFATC1,-0.30781
CTDP1,-0.30781
KCNG2,-0.30781
PQLC1,-0.30781
HSBP1L1,-0.30781
TXNL4A,-0.30781
RBFA,-0.30781
ADNP2,-0.30781
PARD6G,-0.30781
HAUS8,0.00255
MYO9B,0.00255
USE1,0.00255
OCEL1,0.00255
USHBP1,0.00255
ANKLE1,0.00255
ABHD8,0.00255
DDA1,0.00255
ANO8,0.00255
GTPBP3,0.00255
ACTN4,0.05856
LGALS7,0.05856
LGALS7B,0.05856
LGALS4,0.05856
HNRNPL,0.05856
RINL,0.05856
SIRT2,0.05856
NFKBIB,0.05856
CCER2,0.05856
FBXO17,0.05856
FBXO27,0.05856
PAK4,0.05856
NCCRP1,0.05856
SYCN,0.05856
IFNL3,0.05856
IFNL4,0.05856
IFNL2,0.05856
IFNL1,0.05856
GMFG,0.05856
SAMD4B,0.05856
PAF1,0.05856
MED29,0.05856
ZFP36,0.05856
PLEKHG2,0.05856
RPS16,0.05856
SUPT5H,0.05856
TIMM50,0.05856
DLL3,0.05856
EID2,0.05856
LGALS13,0.05856
LGALS16,0.05856
LGALS17A,0.05856
LGALS14,0.05856
CLC,0.05856
LEUTX,0.05856
DYRK1B,0.05856
FBL,0.05856
FCGBP,0.05856
PSMC4,0.05856
ZNF546,0.05856
ZNF780B,0.05856
MAP3K10,0.05856
TTC9B,0.05856
CNTD2,0.05856
AKT2,0.05856
PLD3,0.05856
HIPK4,0.05856
PRX,0.05856
SERTAD3,0.05856
BLVRB,0.05856
SHKBP1,0.05856
LTBP4,0.05856
NUMBL,0.05856
ITPKC,0.05856
SNRPA,0.05856
EGLN2,0.05856
CYP2G1P,0.05856
CYP2B6,0.05856
CYP2A13,0.05856
CYP2F1,0.05856
AXL,0.05856
HNRNPUL1,0.05856
TGFB1,0.05856
BCKDHA,0.05856
B3GNT8,0.05856
ERICH4,0.05856
PCAT19,0.05856
CEACAM21,0.05856
CEACAM4,0.05856
CEACAM7,0.05856
CEACAM6,0.05856
LYPD4,0.05856
DMRTC2,0.05856
CD79A,0.05856
ARHGEF1,0.05856
RABAC1,0.05856
ATP1A3,0.05856
GRIK5,0.05856
POU2F2,0.05856
DEDD2,0.05856
GSK3A,0.05856
CIC,0.05856
PAFAH1B3,0.05856
PRR19,0.05856
TMEM145,0.05856
MEGF8,0.05856
CNFN,0.05856
LIPE-AS1,0.05856
PSG3,0.05856
PSG1,0.05856
PSG6,0.05856
PSG7,0.05856
PSG2,0.05856
PSG5,0.05856
PSG4,0.05856
CD177,0.05856
TEX101,0.05856
LYPD3,0.05856
PHLDB3,0.05856
ETHE1,0.05856
IRGQ,0.20651
CADM4,0.20651
PLAUR,0.20651
SMG9,0.20651
KCNN4,0.20651
LYPD5,0.20651
ZNF283,0.20651
ZNF45,0.20651
ZNF221,0.20651
ZNF155,0.20651
ZNF230,0.20651
ZNF224,0.20651
ZNF225,0.20651
ZNF234,0.20651
ZNF227,0.20651
ZNF180,0.20651
CEACAM20,0.20651
IGSF23,0.20651
IGSF23,0.04837
BCL3,0.04837
CBLC,0.04837
BCAM,0.04837
TOMM40,0.04837
APOE,0.04837
APOC1P1,0.04837
CLPTM1,0.04837
RELB,0.04837
CLASRP,0.04837
GEMIN7,0.04837
MARK4,0.04837
CKM,0.04837
KLC3,0.04837
ERCC2,0.04837
PPP1R13L,0.04837
CD3EAP,0.04837
RTN2,0.04837
VASP,0.04837
OPA3,0.04837
GPR4,0.04837
EML2,0.04837
GIPR,0.04837
SNRPD2,0.04837
QPCTL,0.04837
FBXO46,0.04837
SIX5,0.04837
DMPK,0.04837
DMWD,0.04837
RSPH6A,0.04837
SYMPK,0.04837
FOXA3,0.04837
IRF2BP1,0.04837
MYPOP,0.04837
NANOS2,0.04837
PGLYRP1,0.04837
HIF3A,0.04837
CCDC8,0.04837
PPP5D1,0.04837
CALM3,0.04837
PTGIR,0.04837
GNG8,0.04837
DACT3,0.04837
PRKD2,0.04837
SLC1A5,0.04837
AP2S1,0.04837
ARHGAP35,0.04837
TMEM160,0.04837
ZC3H4,0.04837
SAE1,0.04837
BBC3,0.04837
CCDC9,0.04837
INAFM1,0.04837
C5AR1,0.04837
DHX34,0.04837
MEIS3,0.04837
SLC8A2,0.04837
KPTN,0.04837
NAPA,0.04837
ZNF541,0.04837
EHD2,0.04837
CRX,0.04837
SULT2A1,0.04837
BSPH1,0.04837
ELSPBP1,0.04837
CABP5,0.04837
PLA2G4C,0.04837
LIG1,0.04837
ZNF114,0.04837
TMEM143,0.04837
SYNGR4,0.04837
KDELR1,0.04837
GRIN2D,0.04837
KCNJ14,0.04837
CYTH2,0.04837
LMTK3,0.04837
SULT2B1,0.04837
RPL18,0.04837
SPHK2,0.04837
DBP,0.04837
SEC1P,0.04837
FUT2,0.04837
MAMSTR,0.04837
RASIP1,0.04837
IZUMO1,0.04837
FUT1,0.04837
FGF21,0.04837
BCAT2,0.04837
HSD17B14,0.04837
PLEKHA4,0.04837
PPP1R15A,0.04837
TULP2,0.04837
NUCB1,-0.2691
DHDH,-0.2691
BAX,-0.2691
FTL,-0.2691
GYS1,-0.2691
RUVBL2,-0.2691
LHB,-0.2691
CGB8,-0.2691
KCNA7,-0.2691
SNRNP70,-0.2691
LIN7B,-0.2691
C19orf73,-0.2691
PPFIA3,-0.2691
HRC,-0.2691
TRPM4,-0.2691
SLC6A16,-0.2691
TEAD2,-0.2691
DKKL1,-0.2691
CCDC155,-0.2691
CCDC155,0.73627
TTC3,-0.91486
DSCR9,-0.91486
DYRK1A,-0.91486
KCNJ6,-0.91486
DSCR8,-0.91486
KCNJ15,-0.91486
ERG,-0.91486
ETS2,-0.91486
LOC400867,-0.91486
PKNOX1,0.53255
COL6A1,0.52688
COL6A2,0.52688
FTCD,0.52688
SPATC1L,0.52688
MCM3AP,0.52688
YBEY,0.52688
C21orf58,0.52688
PCNT,0.52688
DIP2A,0.52688
S100B,0.52688
OR11H1,0.71527
CCT8L2,-0.05549
XKR3,-0.05549
GAB4,-0.05549
IL17RA,-0.05549
CECR2,-0.05549
ATP6V1E1,-0.05549
BCL2L13,-0.05549
BID,-0.05549
MICAL3,-0.05549
USP18,-0.05549
TMEM191B,-1.20752
RIMBP3,-0.408
SCARF2,0.31918
KLHL22,0.31918
MED15,0.31918
VPREB1,0.29443
BMS1P20,0.29443
ZNF280B,0.29443
ZNF280A,0.29443
PRAME,0.29443
APOL3,0.07627
APOL4,0.07627
APOL2,0.07627
MYH9,0.07627
TRIOBP,1.03614
H1F0,1.03614
GCAT,1.03614
GALR3,1.03614
ANKRD54,1.03614
EIF3L,1.03614
MICALL1,1.03614
C22orf23,1.03614
POLR2F,1.03614
LINC00898,1.33566
C22orf34,1.33566
BRD1,1.33566
ZBED4,1.33566
ALG12,1.33566
CRELD2,1.33566
PIM3,1.33566
IL17REL,1.33566
MLC1,1.33566
PANX2,1.33566
TUBGCP6,1.33566
MAPK12,1.33566
MAPK11,1.33566
DENND6B,1.33566
PPP6R2,1.33566
SBF1,1.33566
ADM2,1.33566
MIOX,1.33566
LMF2,1.33566
NCAPH2,1.33566
SCO2,1.33566
TYMP,1.33566
ODF3B,1.33566
KLHDC7B,1.33566
SYCE3,1.33566
MAPK8IP2,1.33566
ARSA,1.33566
